Survived,Pclass,Age,Fare,male,C,Q,S,SibSp_0,SibSp_1,SibSp_2,SibSp_3,SibSp_4,SibSp_5,SibSp_8,Parch_0,Parch_1,Parch_2,Parch_3,Parch_4,Parch_5,Parch_6
1,3,16.0,8.05,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,27.0,13.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,51.0,8.05,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,7.8958,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,38.0,90.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,3,22.0,9.35,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,19.0,10.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,20.5,7.25,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,18.0,13.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,25.4667,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,35.0,83.475,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,3,29.0,7.775,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,59.0,13.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,5.0,31.3875,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,2,24.0,10.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,7.55,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,44.0,26.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,8.0,26.25,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,19.0,10.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,33.0,12.275,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,14.4542,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,3,25.0,15.5,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,2,29.0,10.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,22.0,7.125,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,30.0,7.225,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,44.0,90.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,7.775,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,24.0,14.5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,37.0,52.5542,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,2,54.0,26.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,7.25,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,29.0,10.4625,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,1,62.0,26.55,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,30.0,16.1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,3,41.0,20.2125,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3,29.0,15.2458,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,38.0,79.2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,30.0,86.5,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,35.0,512.3292,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,50.0,26.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3,25.0,7.75,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,3.0,31.3875,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,1,52.0,79.65,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,1,40.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,7.75,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,36.0,10.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,16.0,39.6875,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,3,25.0,7.775,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,58.0,153.4625,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,35.0,135.6333,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,38.0,31.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,25.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,41.0,19.5,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,37.0,29.7,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3,25.0,7.75,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,63.0,77.9583,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,3,45.0,7.75,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,30.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,7.0,29.125,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,3,35.0,20.25,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,3,65.0,7.75,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,28.0,7.8542,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,16.0,9.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,19.0,8.05,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,38.0,26.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,33.0,8.6625,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,30.0,9.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,22.0,7.8958,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,42.0,13.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,22.0,7.75,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,26.0,78.85,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,19.0,91.0792,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,2,36.0,12.875,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,24.0,8.85,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,24.0,7.8958,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,38.0,27.7208,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,23.5,7.2292,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,2.0,151.55,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,38.0,30.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,50.0,247.5208,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3,25.0,7.75,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,25.0,23.25,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,3,19.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,30.0,12.35,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,8.05,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0.92,151.55,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,38.0,110.8833,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,17.0,108.9,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,2,30.0,24.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,30.0,56.9292,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,24.0,83.1583,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,18.0,262.375,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,2,26.0,26.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,3,28.0,7.8958,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,43.0,26.25,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,3,26.0,7.8542,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,24.0,26.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,2,54.0,14.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,31.0,164.8667,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,40.0,134.5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,3,22.0,7.25,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,27.0,7.8958,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,30.0,12.35,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,22.0,29.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,3,25.0,69.55,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,1,36.0,135.6333,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,61.0,6.2375,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,36.0,13.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,31.0,20.525,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,1,16.0,57.9792,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3,25.0,23.25,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,45.5,28.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,38.0,153.4625,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3,16.0,18.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,38.0,133.65,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,7.8958,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,29.0,66.6,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,41.0,134.5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,45.0,8.05,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,45.0,35.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,2.0,26.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,1,24.0,263.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,2,28.0,13.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,25.0,13.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,36.0,13.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,24.0,13.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,40.0,13.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,25.0,16.1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,3,3.0,15.9,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,3,42.0,8.6625,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,23.0,9.225,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,38.0,35.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,15.0,7.2292,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,3,25.0,17.8,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,7.225,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,28.0,9.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,22.0,55.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,2,38.0,13.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,25.0,7.8792,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,25.0,7.8792,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,40.0,27.9,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,2,29.0,27.7208,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,3,45.0,14.4542,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3,35.0,7.05,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,15.5,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,3,30.0,7.25,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,60.0,75.25,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,3,25.0,7.2292,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,25.0,7.75,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,24.0,69.3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,25.0,55.4417,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,3,18.0,6.4958,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,3,19.0,8.05,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,22.0,135.6333,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,3.0,21.075,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,38.0,82.1708,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,3,22.0,7.25,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,27.0,211.5,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3,20.0,4.0125,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,19.0,7.775,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,42.0,227.525,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,1.0,15.7417,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3,32.0,7.925,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,35.0,52.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,7.8958,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,18.0,73.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,1.0,46.9,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,2,36.0,13.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,7.7292,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,17.0,12.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,36.0,120.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,3,21.0,7.7958,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,28.0,7.925,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,23.0,113.275,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,3,24.0,16.7,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3,22.0,7.7958,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,31.0,7.8542,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,46.0,26.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,23.0,10.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,28.0,12.65,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,39.0,7.925,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,26.0,8.05,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,21.0,9.825,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,3,28.0,15.85,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,3,20.0,8.6625,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,34.0,21.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,3,51.0,7.75,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,3.0,18.75,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,3,21.0,7.775,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,25.4667,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,3,25.0,7.8958,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,6.8583,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,33.0,90.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,2,30.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,44.0,7.925,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,8.05,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,34.0,32.5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,2,18.0,13.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,30.0,13.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,10.0,24.15,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3,25.0,7.8958,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,21.0,7.7333,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,29.0,7.875,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,28.0,14.4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,3,18.0,20.2125,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,3,25.0,7.25,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,28.0,26.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,19.0,26.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,7.75,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,32.0,8.05,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,28.0,26.55,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,25.0,16.1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,42.0,26.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,3,17.0,7.125,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,50.0,55.9,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,14.0,120.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,3,21.0,34.375,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,2,24.0,18.75,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,64.0,263.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,2,31.0,10.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,45.0,26.25,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,3,20.0,9.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,7.775,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
