Survived,Pclass,Age,Fare,male,C,Q,S,SibSp_0,SibSp_1,SibSp_2,SibSp_3,SibSp_4,SibSp_5,SibSp_8,Parch_0,Parch_1,Parch_2,Parch_3,Parch_4,Parch_5,Parch_6
0,2,25.0,13.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,7.775,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,43.0,8.05,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,38.0,52.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,40.0,39.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,1,31.0,52.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,2,70.0,10.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,31.0,13.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,30.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,18.0,7.775,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,24.5,8.05,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,18.0,9.8417,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,43.0,46.9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1,36.0,512.3292,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3,25.0,8.1375,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,27.0,76.7292,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,20.0,9.225,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,14.0,46.9,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,2,60.0,39.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,2,25.0,41.5792,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,3,14.0,39.6875,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,3,19.0,10.1708,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,18.0,7.7958,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,15.0,211.3375,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,31.0,57.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,3,4.0,13.4167,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3,25.0,56.4958,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,7.225,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,60.0,26.55,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,52.0,13.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,44.0,8.05,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,25.0,7.7333,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,49.0,110.8833,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,3,42.0,7.65,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,18.0,227.525,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,35.0,26.2875,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,18.0,14.4542,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3,25.0,7.7417,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,26.0,7.8542,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,2,39.0,26.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,45.0,13.5,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,42.0,26.2875,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,22.0,151.55,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,25.0,15.2458,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,1,24.0,49.5042,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,38.0,26.55,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,48.0,52.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,3,29.0,9.4833,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,52.0,13.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,19.0,7.65,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,38.0,227.525,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,27.0,10.5,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,15.5,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,33.0,7.775,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,6.0,33.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3,17.0,7.0542,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,2,34.0,13.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,50.0,13.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,27.0,53.1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,3,20.0,8.6625,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,30.0,21.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,3,25.0,7.7375,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,25.0,26.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,7.925,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,29.0,211.3375,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,11.0,18.7875,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,30.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,23.0,13.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,23.0,13.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,28.5,16.1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,48.0,34.375,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,35.0,512.3292,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,7.8958,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,7.8958,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,38.0,30.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,36.0,78.85,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,21.0,262.375,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,3,24.0,16.1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,3,31.0,7.925,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,70.0,71.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,3,16.0,20.25,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,2,30.0,13.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,19.0,53.1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,3,31.0,7.75,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,4.0,23.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,3,6.0,12.475,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3,33.0,9.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,23.0,7.8958,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,48.0,65.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,2,0.67,14.5,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,3,28.0,7.7958,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,18.0,11.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,34.0,8.05,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,33.0,86.5,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,14.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,41.0,7.125,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,20.0,7.2292,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,36.0,120.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,3,16.0,7.775,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,51.0,77.9583,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,38.0,39.6,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,30.5,7.75,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,24.15,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,3,32.0,8.3625,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,24.0,9.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,48.0,7.8542,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,57.0,10.5,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,7.225,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,54.0,23.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,3,18.0,7.75,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,7.75,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,5.0,12.475,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,7.7375,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,43.0,211.3375,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3,13.0,7.2292,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,17.0,57.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,29.0,30.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,23.45,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,3,25.0,7.05,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,7.25,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,18.0,7.4958,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,8.0,29.125,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,3,1.0,20.575,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,46.0,79.2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,7.75,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,16.0,26.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,69.55,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,1,38.0,30.6958,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,7.8958,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,39.0,13.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,49.0,25.9292,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,31.0,8.6833,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,30.0,7.2292,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,30.0,24.15,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,2,34.0,13.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,31.0,26.25,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,1,11.0,120.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,3,0.42,8.5167,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3,27.0,6.975,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,31.0,7.775,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,39.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,18.0,7.775,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,39.0,13.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,33.0,53.1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,3,26.0,7.8875,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,39.0,24.15,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,35.0,10.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,6.0,31.275,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,3,30.5,8.05,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,38.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,23.0,7.925,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,31.0,37.0042,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,3,43.0,6.45,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,10.0,27.9,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,1,52.0,93.5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,3,27.0,8.6625,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,38.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,27.0,12.475,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3,2.0,39.6875,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,3,25.0,6.95,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,56.4958,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,1.0,37.0042,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3,25.0,7.75,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,15.0,14.4542,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,0.83,18.75,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,3,25.0,7.2292,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,23.0,7.8542,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,18.0,8.3,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,39.0,83.1583,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,3,21.0,8.6625,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,8.05,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,32.0,56.4958,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,38.0,29.7,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,20.0,7.925,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,16.0,10.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,30.0,31.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,34.5,6.4375,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,17.0,8.6625,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,42.0,7.55,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,69.55,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3,35.0,7.8958,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,28.0,33.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,38.0,89.1042,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,3,4.0,31.275,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,3,74.0,7.775,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,9.0,15.2458,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,1,16.0,39.4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,2,44.0,26.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,3,18.0,9.35,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,45.0,164.8667,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,1,51.0,26.55,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,24.0,19.2583,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,3,25.0,7.2292,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,41.0,14.1083,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,2,21.0,11.5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,48.0,25.9292,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,69.55,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,2,24.0,13.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,42.0,13.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,27.0,13.8583,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,31.0,50.4958,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,9.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,4.0,11.1333,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,3,26.0,7.8958,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,47.0,52.5542,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,1,33.0,5.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,47.0,9.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,28.0,24.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,3,15.0,7.225,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,20.0,9.8458,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,19.0,7.8958,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,7.8958,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,56.0,83.1583,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,25.0,26.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3,33.0,7.8958,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,22.0,10.5167,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,28.0,10.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,7.05,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,39.0,29.125,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2,27.0,13.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,19.0,30.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,23.45,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,26.0,30.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,32.0,7.75,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
